IncidentDate,Time,MGRS,Latitude,Longitude,Admin0,Admin1,Admin2,Explosion?,ExplosionType,Attacks?,IncidentType,GroupInitiating,Targets,IncidentCategory,Description,DeathCount,InjuredCount,CivilianInjuries?,Within5km?,Source,ConflictOrCrimeOriented,Notes
2024-10-28,,37NEG4098013473,5.55,39.37,Oromia,,East Borena Zone,No,,No,Kidnapping,UAG,Civilians,Miscellaneous,An armed clash reportedly erupted between government forces and the OLA in the Hose locality in the Wara Jarso Woreda in the North Shewa Zone of the Oromia Region.,No,0,No,No,PLSO,Conflict Oriented,
2024-10-28,19:00,37PCL9190622929,9.2526,38.7619,Oromia,,North Shewa,No,,yes,Kidnapping,Unidentified Armed group,Civilains,Crime,"On October 27th, heavy armed conflict between government forces and Fano broke out in the Hager Genet locality in the Layi Gayint Woreda, South Gondar Zone.",yes,Uk0wn,Yes,No,Media,Uknown,
2024-10-27,,37PCP7812038967,12.11,37.88,Amhara,,Central Gonder,No,,No,Battle,ENDF and FANOs,ENDF and FANOs,Explosives/Remote Violence,"On October 27th, fresh and intensified conflict occurred between government security forces and Fano in the Mahidere Mariam area of the Este Woreda, South Gondar Zone.",No,0,No,No,PLSO,Conflict Oriented,
2024-10-27,,37PEL1315497675,9.93,39.12,Oromia,,North Shewa Zone,No,,No,Battle,OLA and ENDF,OLA and ENDF,Explosives/Remote Violence,"An armed conflict occurred between government forces and the OLA in Hirgansa Kebele, Gelana Woreda, West Guji Zone.",No,0,No,No,PLSO,Conflict Oriented,
2024-10-27,,37PDP3791510030,11.85,38.43,Amhara,,South Gondar Zone,No,,No,Battle,ENDF and FANOs,ENDF and FANOs,Explosives/Remote Violence,"On October 27th, government forces reportedly carried out an indiscriminate attack on civilians in the Ebinat Woreda in the South Gondar Zone.",No,0,No,No,PLSO,Conflict Oriented,
2024-10-27,,37PCN9632751531,11.32,38.05,Amhara,,South Gondar Zone,No,,No,Battle,ENDF and FANOs,ENDF and FANOs,Explosives/Remote Violence,"On October 27th, Fano reportedly launched an ambush attack on government security forces stationed in Debre Tabor, the capital city of South Gondar Zone, resulting in substantial casualties.",No,0,No,No,PLSO,Conflict Oriented,
2024-10-27,,37NCG9266574355,6.1,38.03,Oromia,,West Guji Zone,No,,No,Battle,OLA and ENDF,OLA and ENDF,Explosives/Remote Violence,"On October 27th, members of the Prosperity Party held a peaceful demonstration in Kombolcha town, advocating for peace under the slogan ""I am the peace ambassador.""",No,0,No,No,PLSO,Conflict Oriented,
2024-10-27,,37PDP1409158747,12.29,38.21,Amhara,,South Gondar Zone,No,,No,Military Action,ENDF,Civilians,Miscellaneous,"On October 27th, a coordinated attack occurred in Wegeda City, the capital of Simada Woreda, where members of a non-state armed group reportedly broke into and robbed all six banks in the area.",yes,yes,Yes,No,PLSO,Conflict Oriented,
2024-10-27,,37PCN9862888017,11.65,38.07,Amhara,,South Gonder,No,,No,Military Action,FANOS,ENDF,Miscellaneous,"On October 26th, heavy fighting broke out between government security forces and Fano in the Kidsgie Kebele, located in Enemay Woreda, East Gojjam Zone, resulting in significant casualties.",yes,yes,No,No,PLSO,Conflict Oriented,
2024-10-27,,37PEN7863027131,11.1,39.72,Amhara,,South Wollo,No,,No,Peaceful Protest,Prosperity Party,N/A,Demonstration/Protest away from USG facilities,"On October 26th, new clashes erupted between government security forces and Fano in the Sayint Ajibar area of the Amhara Sayint Woreda, situated in the western part of the South Wollo Zone.",No,0,No,No,PLSO,Conflict Oriented,
2024-10-27,,37PDN1706953681,11.34,38.24,Amhara,,Simada Woreda,No,,No,Robbery,UAG,Banks,Crime,"On October 26th, a brief armed clash erupted in the Didihora and Robit areas of the Ambassel Woreda in the South Wollo Zone.",No,0,No,No,PLSO,Crime-oriented,
2024-10-26,,37PDM0696854186,10.44,38.15,Amhara,,East Gojam,No,,No,Battle,ENDF and FANOs,ENDF and FANOs,Explosives/Remote Violence,"On October 26,Different media outlets reported about forced recruitment of youths in Addis Ababa and Sheger City.According to reports police deatined youths who have come from south to do daily labor works and send them to military camps.(https://www.ethiopiaobserver.com/2024/10/27/alarming-rise-in-individuals-abducted-by-police-and-taken-to-secret-camps-ehrc/)",Yes,Yes,No,No,PLSO,Conflict Oriented,
2024-10-26,,37PEN2619742527,11.24,39.24,Amhara,,South Wollo,No,,No,Battle,ENDF and FANOs,ENDF and FANOs,Explosives/Remote Violence,"On October 26th, Fano forces ambushed government security forces in the Key Afer area of the Jama Woreda in the South Wollo Zone. .",No,0,No,No,PLSO,Conflict Oriented,
2024-10-26,,37PEN5779076847,11.55,39.53,Amhara,,South Wollo Zone,No,,No,Battle,ENDF and FANOs,ENDF and FANOs,Explosives/Remote Violence,Fighting between Fano forces and government forces reportedly continued in West Wollo.At least four government forces are killed and several others injured following an attack Fano forces launched on military camping. (https://borkena.com/2024/10/30/ethiopia-reported-fighting-in-different-parts-of-the-amhara-region/),No,0,No,No,PLSO,Conflict Oriented,
2024-10-26,,37PDK7203197538,9.0242,38.7455,Addis Ababa,,Addis Ababa,No,,No,Forced Recruitment,ENDF,Youths,Miscellaneous,"Over 100 people were reportedly arrested in Abeshge district of Gurage zone of South Ethiopia in connection with the Fano movement. They were arrested on grounds of “terrorism.” Many others have fled the area to avoid arrest. According to a BBC Amharic report published on Tuesday, massive arrests started to take place in June this year. About 90 of them have reportedly appeared at Wolkite court after 22 days of arrest(https://borkena.com/2024/10/29/ethiopia-over-100-reportedly-arrested-in-gurage-in-connection-with-fano-movement/#google_vignette)",No,0,No,No,Media,Unknown,
2024-10-26,,37PEM3174052969,10.43,39.29,Amhara,,South Wollo,No,,No,Military Action,FANOS,ENDF,Miscellaneous,"On October 25th, intense fighting broke out between government security forces and Fano in an area called Liwaye, located in the Farta Woreda, South Gondar Zone, resulting massive casualties.",No,0,No,No,PLSO,Conflict Oriented,
2024-10-26,,37PEN1746501898,10.8726,39.1598,Amhara,,West Wello,No,,yes,Military Action,Fano and ENDF,FANO and ENDF,Miscellaneous,"October 25th, VOA Amharic: Phone and internet services were reportedly disrupted in parts of the Oromia Region, specifically in the Guji, Kellem Wollega, Horo Guduru, and North Shewa zones, due to ongoing clashes between government forces and the Oromo Liberation Army (OLA). Residents reported added stress due to communication blackouts, particularly for students. Attempts to reach Ethio Telecom for comment were unsuccessful.",yes,Uk0wn,Yes,No,Media,Conflict Oriented,
2024-10-25,,37PCK6317929169,8.4039,37.7573,Central Ethiopia,,Wolkite,No,,No,Arrest,Police,Ethnic Amahras,Miscellaneous,"On October 24th, a drone strike was carried out in the Berasa Sefi Kebele of the Kewot Woreda in the North Shewa Zone.",No,0,No,No,Media,Unkown,
2024-10-25,,37PCN9746967009,11.46,38.06,Amhara,,East Shewa,No,,No,Battle,ENDF and FANOs,ENDF and FANOs,Explosives/Remote Violence,"On October 24, 2024, the capital city of Amhara Region Bahir Dar City kebele 13 and region elevation station areas Explosion has been reported. The media source report that due to the explosive Unknown number civilians were injured. (soure: Ethio Forum Link https://www.youtube.com/watch?v=_dGYhBoeqJ0 )",Yes,Yes,No,No,PLSO,Conflict Oriented,
2024-10-25,,37PDL8050530755,9.3247,38.8225,Oromia,,"Guji, Kellem Wollega, Horo Guduru, and North Shewa zones,",N/A,,N/A,Internet Shutdown,Ethiopian Governemnt,Residents,Miscellaneous,At least twelve civilians are killed in the latest string of drone attacks in the Amhara region of Ethiopia. (https://borkena.com/2024/10/27/ethiopia-18-civilians-killed-in-latest-drone-attack-in-amhara-region/),N/A,N/A,No,No,PLSO,Political Oriented,
2024-10-24,,37PEM9094713267,10.07,39.83,Amhara,,North Shewa,Yes,Drone,yes,Drone Strike,ENDF,FANO,Explosive/Remote Violence,"On October 24, 2024, Ethiopian human right commission announced has investigated complaints regarding 52 people in the past one year regarding people who were taken by government security forces in Addis Ababa and kept in irregular places. The commission report that 44 people were released after spending between one and nine months, in various informal settings.(Source VOA https://amharic.voanews.com/a/addis-ababa-enforced disappearances/7836273.html",Yes,Yes,No,No,PLSO,Conflict Oriented,
2024-10-24,18:00,37PBN8157503210,10.878,37.0018,Amhara,,Bahir Dar,yes,Grenade,yes,Battle,FANO and ENDF,FANO and ENDF,Explosive/Remote Violence,"October 24th, Sheger FM 102.1: The Addis Ababa Trade Bureau announced it will now provide daily updates on the availability of fuel at the city’s gas stations starting October 23rd.This measure comes after recent fuel shortages caused many stations to run out of petrol, leading to fuel price hikes. Out of 126 stations, only 22 were operational, but 87 had fuel. The bureau is actively monitoring and addressing artificial shortages created by some stations.",No,yes,Yes,No,Media,Poltical oriented,
2024-10-24,,37PEM5426716652,10.1013,39.4953,Amhara,,Shewa,Yes,Drone,Yes,Drone,ENDF,FANO,Explosive/Remote Violence,"On October 22, 2024, at 18:40 in southern Ethiopia Region Konso zone segen surrounding districts two people were killed and two others were injured in an attack that was allegedly carried out by unknown Armed militants who came to the area on the evening. (merja Amharic News (source: https://mereja.com/amharic/v2/category/amharic-news)",yes,,Yes,No,Media,Conflict Oriented,
2024-10-24,,37PDK7227197087,9.0201,38.7477,Addis Ababa,,Addis Ababa,No,,No,Forced Disappearance,government security forces,Civilians,Miscellaneous,"October 23rd, Ethiopian Reporter: Merchants at Merkato's Shema Tera area in Addis Ababa reported significant losses after a fire ravaged the market on October 22nd. Some victims claimed their remaining goods were looted during the chaos, adding to the devastation. The Addis Ababa Police Commission reported arresting 33 individuals suspected of involvement in theft during the incident. While no fatalities were reported, seven people sustained injuries, and investigations into the cause of the fire are underway in collaboration with the federal police's forensic team.",No,0,No,No,Media,Poltical and Crime oriented,
2024-10-24,,37PDK7227197087,9.0201,38.7477,Addis Ababa,,Addis Ababa,No,,No,Forced Disappearance,government security forces,Civilians,Miscellaneous,"On October 22, 2024, 07:00Am in Gojjam zone, Enarje Enawga District, Felege berhan town drone attack has been reported. Due to this attack at 13 farmers were killed. Source; (EMS and borkena media https://borkena.com/2024/10/22/ethiopia-enarge-enawga-13-farmers-killed-in-fresh-drone-strike-in-gojjam/#google_vignette )",No,0,No,No,Media,Poltical and Crime oriented,
2024-10-24,,37PDK7281297076,9.02,38.7526,Addis Ababa,,Addis Ababa,N/A,,N/A,Fuel Shortages,N/A,N/A,Miscellaneous,"October 22nd, Wazema Radio: The government allegedly cut off internet and phone services in Dembi Dollo, the administrative capital of the Kellem Wollega Zone in Oromia, and the surrounding areas and parts of the West Shewa Zone. According to sources, the shut down lasted two weeks and affected regions beyond Ambo. The service disruption is reportedly linked to ongoing conflicts between government forces and the Oromo Liberation Army (OLA), which aim to hinder communication and logistics for the insurgents.",N/A,N/A,No,No,PLSO,N/A,
2024-10-24,18:40,37NCG4491321221,5.6185,37.5997,South Ethiopia,,Konso zone segen Distric,No,,yes,Murder,UAG,Civilians,Crime,"October 21st, Addis Standard: A massive fire broke out in the Shema Tera neighborhood of the Merkato, Addis Ababa’s largest market, causing significant property damage. Efforts to control the fire were reportedly hindered by the narrow streets, complicating the arrival of fire trucks. Addis Ababa Mayor Adanech Abiebie expressed sorrow over the destruction and mentioned that authorities are considering using helicopters to aid firefighting operations. Rescue efforts are ongoing to contain the fire and prevent further damage. Following the accident, Gogot for Gurage Unity and Justice Party called for a campaign to help the victims affected by the disaster. The party also called on the government to focus attention on recovery efforts and swiftly establish technical committees and fundraising platforms to involve the public in the restoration process.",yes,Yes,Yes,No,Media,Poltical oriented,
2024-10-23,,37PDK7106798051,9.0288,38.7368,Addis Ababa,,Merkato,N/A,,N/A,Injuries and property Damages,Uknown,Shops,Miscellaneous,"October 21st, FDRE Defense Force: The ENDF reported that they conducted an operation in the Hababu Woreda of the Horo Gudru Wollega Zone, neutralizing several members of the OLA group, confiscating various weapons and equipment and continuing efforts to stabilize the area. According to the statement, the operation aimed to prevent an alleged attempt by the group to enter Dedu Town.",No,yes,Yes,No,PLSO,Uknown,
